Decimal_YR,East(m),North(m),Vert(m),East_sig(m),North_sig(m),Vert_sig(m),East_North_cor,East_Vert_cor,North_Vert_cor,Time in Seconds past J2000,YEAR,MM,DD,HR,MN,SS
2003.40314853,0.252876,-0.038195,-0.046696,0.000593,0.000771,0.002362,-0.026105,0.073608,-0.058211,107395200.00,2003,5,28,12,0,0
2003.40588638,0.253448,-0.036215,-0.051227,0.000645,0.000840,0.002496,-0.026141,0.024309,-0.083817,107481600.00,2003,5,29,12,0,0
2003.40862423,0.254083,-0.036992,-0.048815,0.000626,0.000807,0.002464,-0.043519,0.123122,-0.083210,107568000.00,2003,5,30,12,0,0
2003.41136208,0.254094,-0.035882,-0.042174,0.000576,0.000734,0.002240,-0.029128,0.056954,-0.072968,107654400.00,2003,5,31,12,0,0
2003.41409993,0.253919,-0.034741,-0.044172,0.000572,0.000735,0.002217,-0.016193,0.032915,-0.059855,107740800.00,2003,6,1,12,0,0
2003.41683778,0.254139,-0.037341,-0.046081,0.000612,0.000789,0.002426,-0.051256,0.218343,-0.123534,107827200.00,2003,6,2,12,0,0
2003.41957563,0.255629,-0.037512,-0.049697,0.000607,0.000776,0.002385,0.009558,0.053099,-0.079682,107913600.00,2003,6,3,12,0,0
2003.42231348,0.253765,-0.036648,-0.046131,0.000595,0.000753,0.002307,-0.015838,0.044319,-0.087537,108000000.00,2003,6,4,12,0,0
2003.42505133,0.253855,-0.035917,-0.038736,0.000596,0.000761,0.002334,-0.024444,0.110989,-0.094617,108086400.00,2003,6,5,12,0,0
2003.42778919,0.252420,-0.036948,-0.048010,0.000601,0.000772,0.002370,-0.029344,0.044703,-0.073414,108172800.00,2003,6,6,12,0,0
2003.43052704,0.253332,-0.035755,-0.049114,0.000576,0.000735,0.002238,-0.017666,0.041631,-0.078499,108259200.00,2003,6,7,12,0,0
2003.43326489,0.255286,-0.037340,-0.047985,0.000593,0.000757,0.002319,-0.019196,0.174746,-0.092684,108345600.00,2003,6,8,12,0,0
2003.43600274,0.252803,-0.038897,-0.044515,0.000578,0.000741,0.002260,-0.004703,0.053086,-0.063595,108432000.00,2003,6,9,12,0,0
2003.43874059,0.253364,-0.037142,-0.048469,0.000576,0.000744,0.002254,-0.014772,0.005909,-0.069902,108518400.00,2003,6,10,12,0,0
2003.44147844,0.253059,-0.036135,-0.048186,0.000578,0.000743,0.002262,-0.019209,0.075898,-0.086293,108604800.00,2003,6,11,12,0,0
2003.44421629,0.252576,-0.034522,-0.050555,0.000576,0.000741,0.002242,-0.024458,0.047514,-0.076714,108691200.00,2003,6,12,12,0,0
2003.44695414,0.253170,-0.036749,-0.047780,0.000576,0.000739,0.002256,-0.016982,0.085642,-0.073326,108777600.00,2003,6,13,12,0,0
2003.44969199,0.253375,-0.033313,-0.046764,0.000580,0.000747,0.002284,-0.015171,0.019138,-0.063034,108864000.00,2003,6,14,12,0,0
2003.45242984,0.251406,-0.035291,-0.047524,0.000577,0.000744,0.002257,-0.021454,0.051490,-0.072587,108950400.00,2003,6,15,12,0,0
2003.45516769,0.252794,-0.034749,-0.052144,0.000588,0.000752,0.002313,-0.016485,-0.031154,-0.071786,109036800.00,2003,6,16,12,0,0
2003.45790554,0.251754,-0.035894,-0.048504,0.000593,0.000777,0.002366,-0.044224,0.139575,-0.127946,109123200.00,2003,6,17,12,0,0
2003.46064339,0.253568,-0.038380,-0.053860,0.000603,0.000778,0.002411,-0.015354,0.115186,-0.091181,109209600.00,2003,6,18,12,0,0
2003.46338125,0.252299,-0.036304,-0.050125,0.000581,0.000746,0.002267,-0.010629,0.032027,-0.078551,109296000.00,2003,6,19,12,0,0
2003.46611910,0.251621,-0.036086,-0.048071,0.000572,0.000738,0.002228,-0.014845,0.056267,-0.064404,109382400.00,2003,6,20,12,0,0
2003.46885695,0.253952,-0.037381,-0.045507,0.000591,0.000760,0.002316,-0.033287,0.089533,-0.069860,109468800.00,2003,6,21,12,0,0
2003.47159480,0.253105,-0.037245,-0.046665,0.000579,0.000748,0.002273,-0.015428,0.062218,-0.073134,109555200.00,2003,6,22,12,0,0
2003.47433265,0.252718,-0.039028,-0.046918,0.000576,0.000747,0.002256,-0.013856,0.030719,-0.066013,109641600.00,2003,6,23,12,0,0
2003.47707050,0.254083,-0.037323,-0.043245,0.000590,0.000765,0.002319,-0.022496,0.035734,-0.062036,109728000.00,2003,6,24,12,0,0
2003.47980835,0.252088,-0.039393,-0.049913,0.000594,0.000759,0.002318,-0.043648,0.048580,-0.012014,109814400.00,2003,6,25,12,0,0
2003.48254620,0.253758,-0.040527,-0.041924,0.000599,0.000774,0.002355,-0.046217,0.117911,-0.084238,109900800.00,2003,6,26,12,0,0
2003.48528405,0.249947,-0.039473,-0.038607,0.000593,0.000770,0.002348,-0.039138,0.018903,-0.082648,109987200.00,2003,6,27,12,0,0
2003.48802190,0.252312,-0.036641,-0.045638,0.000586,0.000763,0.002310,-0.044064,0.107339,-0.077378,110073600.00,2003,6,28,12,0,0
2003.49075975,0.252438,-0.038604,-0.047080,0.000596,0.000778,0.002384,-0.049171,0.124191,-0.064477,110160000.00,2003,6,29,12,0,0
2003.49349760,0.250366,-0.038089,-0.045554,0.000580,0.000743,0.002284,-0.014718,0.100795,-0.074599,110246400.00,2003,6,30,12,0,0
2003.49623546,0.252640,-0.037388,-0.045626,0.000589,0.000761,0.002326,-0.031883,0.103884,-0.091230,110332800.00,2003,7,1,12,0,0
2003.49897331,0.251476,-0.036851,-0.047201,0.000596,0.000776,0.002344,-0.051028,0.091489,-0.069145,110419200.00,2003,7,2,12,0,0
2003.50171116,0.252769,-0.037243,-0.040139,0.000587,0.000764,0.002317,-0.032828,0.100656,-0.072593,110505600.00,2003,7,3,12,0,0
2003.50444901,0.252614,-0.038183,-0.040429,0.000585,0.000774,0.002330,-0.018914,0.038153,-0.068639,110592000.00,2003,7,4,12,0,0
2003.50718686,0.252068,-0.041073,-0.042650,0.000587,0.000751,0.002301,-0.010707,0.097674,-0.089769,110678400.00,2003,7,5,12,0,0
2003.50992471,0.250445,-0.036411,-0.041176,0.000574,0.000738,0.002245,-0.021146,0.090132,-0.075003,110764800.00,2003,7,6,12,0,0
2003.51266256,0.250135,-0.038864,-0.041182,0.000583,0.000754,0.002284,-0.043064,0.122385,-0.075132,110851200.00,2003,7,7,12,0,0
2003.51540041,0.252140,-0.038165,-0.041011,0.000589,0.000770,0.002331,-0.040235,0.038932,-0.069217,110937600.00,2003,7,8,12,0,0
2003.51813826,0.250907,-0.036433,-0.051550,0.000585,0.000760,0.002296,-0.039041,0.071321,-0.074181,111024000.00,2003,7,9,12,0,0
2003.52087611,0.251925,-0.037024,-0.046511,0.000588,0.000760,0.002308,-0.044295,0.118180,-0.083812,111110400.00,2003,7,10,12,0,0
2003.52361396,0.252405,-0.037689,-0.041924,0.000623,0.000779,0.002455,-0.031347,0.135350,-0.077803,111196800.00,2003,7,11,12,0,0
2003.52635181,0.251796,-0.039247,-0.043554,0.000592,0.000774,0.002356,-0.041053,0.153764,-0.093018,111283200.00,2003,7,12,12,0,0
2003.52908966,0.251371,-0.040309,-0.052510,0.000585,0.000756,0.002293,-0.048038,0.136116,-0.066023,111369600.00,2003,7,13,12,0,0
2003.53182752,0.251102,-0.036621,-0.044716,0.000589,0.000766,0.002318,-0.044157,0.160645,-0.066182,111456000.00,2003,7,14,12,0,0
2003.53456537,0.249264,-0.038893,-0.050957,0.000605,0.000795,0.002411,-0.038324,0.096787,-0.075161,111542400.00,2003,7,15,12,0,0
2003.53730322,0.250495,-0.039470,-0.044762,0.000590,0.000768,0.002322,-0.057500,0.171575,-0.104504,111628800.00,2003,7,16,12,0,0
2003.54004107,0.251327,-0.039519,-0.045653,0.000618,0.000772,0.002434,-0.012186,0.076740,-0.084284,111715200.00,2003,7,17,12,0,0
2003.54277892,0.249311,-0.036351,-0.042271,0.000572,0.000738,0.002236,-0.024763,0.133106,-0.075133,111801600.00,2003,7,18,12,0,0
2003.54551677,0.249116,-0.038033,-0.043571,0.000590,0.000768,0.002336,-0.043776,0.184959,-0.066085,111888000.00,2003,7,19,12,0,0
2003.54825462,0.250085,-0.037411,-0.045182,0.000590,0.000768,0.002333,-0.038589,0.161859,-0.075301,111974400.00,2003,7,20,12,0,0
2003.55099247,0.251208,-0.038027,-0.043576,0.000612,0.000799,0.002399,-0.033155,0.071237,-0.071111,112060800.00,2003,7,21,12,0,0
2003.55373032,0.250291,-0.037559,-0.040080,0.000578,0.000751,0.002281,-0.003421,0.076300,-0.075158,112147200.00,2003,7,22,12,0,0
2003.55646817,0.249132,-0.035852,-0.050144,0.000578,0.000746,0.002271,-0.005769,0.030137,-0.079847,112233600.00,2003,7,23,12,0,0
2003.55920602,0.250628,-0.038561,-0.046759,0.000580,0.000746,0.002271,-0.003354,0.117537,-0.070039,112320000.00,2003,7,24,12,0,0
2003.56194387,0.250696,-0.039040,-0.048798,0.000587,0.000767,0.002306,-0.006920,0.068493,-0.078343,112406400.00,2003,7,25,12,0,0
2003.56468172,0.248047,-0.038595,-0.049268,0.000608,0.000798,0.002424,-0.013344,0.174783,-0.094474,112492800.00,2003,7,26,12,0,0
2003.56741958,0.248466,-0.035952,-0.042558,0.000588,0.000764,0.002326,-0.003990,0.047928,-0.093553,112579200.00,2003,7,27,12,0,0
2003.57015743,0.248683,-0.036564,-0.044015,0.000578,0.000739,0.002248,-0.014059,0.122028,-0.079295,112665600.00,2003,7,28,12,0,0
2003.57289528,0.250694,-0.037209,-0.044544,0.000599,0.000773,0.002339,-0.026812,0.121262,-0.101754,112752000.00,2003,7,29,12,0,0
2003.57563313,0.250547,-0.034452,-0.049447,0.000576,0.000747,0.002261,-0.010765,0.074451,-0.079921,112838400.00,2003,7,30,12,0,0
2003.57837098,0.249280,-0.035836,-0.055726,0.000577,0.000747,0.002269,-0.017498,0.125376,-0.081235,112924800.00,2003,7,31,12,0,0
2003.58110883,0.251031,-0.034199,-0.048969,0.000617,0.000794,0.002495,0.012590,-0.029178,-0.126177,113011200.00,2003,8,1,12,0,0
2003.58384668,0.251058,-0.036420,-0.050140,0.000587,0.000752,0.002316,-0.030310,0.190242,-0.088235,113097600.00,2003,8,2,12,0,0
2003.58658453,0.250053,-0.035325,-0.044679,0.000575,0.000740,0.002262,-0.018324,0.152435,-0.080835,113184000.00,2003,8,3,12,0,0
2003.58932238,0.248197,-0.034519,-0.044360,0.000591,0.000769,0.002309,-0.028568,0.106042,-0.091332,113270400.00,2003,8,4,12,0,0
2003.59206023,0.249454,-0.035759,-0.050190,0.000583,0.000751,0.002288,-0.026475,0.136726,-0.086704,113356800.00,2003,8,5,12,0,0
2003.59479808,0.248338,-0.036681,-0.054031,0.000591,0.000766,0.002364,-0.002853,0.100697,-0.122525,113443200.00,2003,8,6,12,0,0
2003.59753593,0.250179,-0.034070,-0.045028,0.000582,0.000749,0.002296,-0.003667,0.043056,-0.072972,113529600.00,2003,8,7,12,0,0
2003.60027379,0.249891,-0.035624,-0.043358,0.000580,0.000746,0.002284,-0.028808,0.191145,-0.094821,113616000.00,2003,8,8,12,0,0
2003.60301164,0.249785,-0.034906,-0.050690,0.000576,0.000744,0.002267,-0.012571,0.077703,-0.086883,113702400.00,2003,8,9,12,0,0
2003.60574949,0.248685,-0.038349,-0.050576,0.000582,0.000755,0.002302,-0.017462,0.084363,-0.077604,113788800.00,2003,8,10,12,0,0
2003.60848734,0.249144,-0.036095,-0.055851,0.000583,0.000747,0.002287,-0.020320,0.211130,-0.082425,113875200.00,2003,8,11,12,0,0
2003.61122519,0.248977,-0.036310,-0.058761,0.000573,0.000743,0.002260,-0.014158,0.112257,-0.049158,113961600.00,2003,8,12,12,0,0
2003.61396304,0.249964,-0.037335,-0.061925,0.000580,0.000750,0.002295,0.004410,0.047412,-0.065164,114048000.00,2003,8,13,12,0,0
2003.61670089,0.248839,-0.035866,-0.058858,0.000571,0.000739,0.002255,-0.007597,0.100311,-0.077668,114134400.00,2003,8,14,12,0,0
2003.61943874,0.248227,-0.037771,-0.048391,0.000577,0.000745,0.002279,-0.017150,0.078836,-0.082882,114220800.00,2003,8,15,12,0,0
2003.62217659,0.248210,-0.036977,-0.045367,0.000584,0.000753,0.002330,-0.018084,0.141354,-0.092929,114307200.00,2003,8,16,12,0,0
2003.62491444,0.249467,-0.039243,-0.048855,0.000580,0.000762,0.002327,-0.006940,0.093375,-0.094547,114393600.00,2003,8,17,12,0,0
2003.62765229,0.247599,-0.038459,-0.049642,0.000626,0.000812,0.002619,-0.061117,0.438235,-0.246889,114480000.00,2003,8,18,12,0,0
2003.63039014,0.247380,-0.038027,-0.045739,0.000593,0.000767,0.002335,-0.027548,0.129030,-0.105978,114566400.00,2003,8,19,12,0,0
2003.63312799,0.250476,-0.036241,-0.047189,0.000583,0.000753,0.002319,-0.010878,0.008407,-0.053623,114652800.00,2003,8,20,12,0,0
2003.63586585,0.249248,-0.039430,-0.045120,0.000597,0.000767,0.002370,-0.020607,0.081902,-0.120106,114739200.00,2003,8,21,12,0,0
2003.63860370,0.248580,-0.038871,-0.046527,0.000586,0.000758,0.002318,-0.013807,0.141622,-0.085710,114825600.00,2003,8,22,12,0,0
2003.64134155,0.249568,-0.038415,-0.049361,0.000579,0.000744,0.002290,-0.015043,0.098584,-0.108414,114912000.00,2003,8,23,12,0,0
2003.64407940,0.248010,-0.037222,-0.042509,0.000580,0.000739,0.002291,-0.009563,0.017530,-0.096024,114998400.00,2003,8,24,12,0,0
2003.64681725,0.249511,-0.037775,-0.039915,0.000581,0.000746,0.002305,-0.021009,0.194900,-0.096075,115084800.00,2003,8,25,12,0,0
2003.64955510,0.249963,-0.040852,-0.047170,0.000579,0.000747,0.002292,-0.010439,0.037925,-0.086963,115171200.00,2003,8,26,12,0,0
2003.65229295,0.247101,-0.038375,-0.045460,0.000588,0.000754,0.002329,-0.006766,0.105221,-0.094859,115257600.00,2003,8,27,12,0,0
2003.65503080,0.249334,-0.036973,-0.046948,0.000583,0.000761,0.002311,-0.036491,0.116982,-0.077594,115344000.00,2003,8,28,12,0,0
2003.65776865,0.249946,-0.038062,-0.036182,0.000589,0.000752,0.002353,-0.035414,0.143315,-0.087162,115430400.00,2003,8,29,12,0,0
2003.66050650,0.248551,-0.034690,-0.048301,0.000577,0.000740,0.002271,-0.008487,0.086529,-0.085434,115516800.00,2003,8,30,12,0,0
2003.66324435,0.248634,-0.037378,-0.048735,0.000570,0.000733,0.002237,-0.015212,0.139352,-0.067334,115603200.00,2003,8,31,12,0,0
2003.66598220,0.249334,-0.038632,-0.053784,0.000584,0.000766,0.002314,-0.006208,0.073568,-0.072082,115689600.00,2003,9,1,12,0,0
2003.66872005,0.249598,-0.038619,-0.053114,0.000576,0.000745,0.002282,-0.002592,0.069774,-0.089687,115776000.00,2003,9,2,12,0,0
2003.67145791,0.250079,-0.037325,-0.048041,0.000579,0.000747,0.002296,-0.006119,0.121367,-0.086672,115862400.00,2003,9,3,12,0,0
2003.67419576,0.248435,-0.036728,-0.043318,0.000585,0.000756,0.002310,-0.002572,0.092144,-0.089286,115948800.00,2003,9,4,12,0,0
2003.67693361,0.248484,-0.037910,-0.046009,0.000574,0.000742,0.002247,-0.014355,0.142690,-0.073152,116035200.00,2003,9,5,12,0,0
2003.67967146,0.248593,-0.038207,-0.043113,0.000578,0.000743,0.002258,-0.016630,0.126016,-0.083089,116121600.00,2003,9,6,12,0,0
2003.68240931,0.247478,-0.037096,-0.045827,0.000576,0.000749,0.002273,-0.009079,0.153083,-0.082500,116208000.00,2003,9,7,12,0,0
2003.68514716,0.248638,-0.036471,-0.049802,0.000575,0.000748,0.002273,-0.005418,0.091290,-0.097416,116294400.00,2003,9,8,12,0,0
2003.68788501,0.248900,-0.036679,-0.049474,0.000579,0.000747,0.002280,-0.004737,0.147426,-0.089168,116380800.00,2003,9,9,12,0,0
2003.69062286,0.248557,-0.037302,-0.046536,0.000577,0.000741,0.002275,-0.012660,0.129822,-0.072227,116467200.00,2003,9,10,12,0,0
2003.69336071,0.249696,-0.036673,-0.051053,0.000576,0.000748,0.002275,-0.004188,0.088732,-0.083604,116553600.00,2003,9,11,12,0,0
2003.69609856,0.249800,-0.036731,-0.049080,0.000578,0.000745,0.002279,-0.016491,0.171955,-0.074099,116640000.00,2003,9,12,12,0,0
2003.69883641,0.248601,-0.037241,-0.049882,0.000580,0.000762,0.002321,-0.003550,0.205529,-0.078698,116726400.00,2003,9,13,12,0,0
2003.70157426,0.248068,-0.038357,-0.040070,0.000576,0.000745,0.002277,-0.007342,0.170326,-0.084795,116812800.00,2003,9,14,12,0,0
2003.70431211,0.249250,-0.037341,-0.047568,0.000594,0.000767,0.002354,-0.014548,0.113162,-0.097447,116899200.00,2003,9,15,12,0,0
2003.70704997,0.247995,-0.037807,-0.046848,0.000584,0.000754,0.002317,0.000557,0.146636,-0.082611,116985600.00,2003,9,16,12,0,0
2003.70978782,0.247038,-0.037345,-0.045914,0.000580,0.000749,0.002291,-0.012542,0.132531,-0.090880,117072000.00,2003,9,17,12,0,0
2003.71252567,0.248061,-0.036479,-0.053177,0.000580,0.000751,0.002279,-0.009918,0.163229,-0.092046,117158400.00,2003,9,18,12,0,0
2003.71526352,0.249041,-0.038840,-0.043244,0.000593,0.000769,0.002375,-0.005259,0.156286,-0.063499,117244800.00,2003,9,19,12,0,0
2003.71800137,0.248198,-0.038744,-0.041364,0.000583,0.000751,0.002300,-0.017383,0.143686,-0.100984,117331200.00,2003,9,20,12,0,0
2003.72073922,0.248677,-0.038072,-0.051311,0.000578,0.000752,0.002290,0.001656,0.137902,-0.077633,117417600.00,2003,9,21,12,0,0
2003.72347707,0.249075,-0.037919,-0.043226,0.000588,0.000767,0.002317,-0.004423,0.153906,-0.077253,117504000.00,2003,9,22,12,0,0
2003.72621492,0.247619,-0.040145,-0.042420,0.000604,0.000774,0.002355,-0.004273,0.192620,-0.104878,117590400.00,2003,9,23,12,0,0
2003.72895277,0.247930,-0.040130,-0.042796,0.000608,0.000780,0.002375,-0.024404,0.247525,-0.123406,117676800.00,2003,9,24,12,0,0
2003.73169062,0.246463,-0.038077,-0.042079,0.000608,0.000769,0.002357,-0.007042,0.208928,-0.104976,117763200.00,2003,9,25,12,0,0
2003.73442847,0.248893,-0.039187,-0.045390,0.000597,0.000763,0.002354,-0.014653,0.166966,-0.121913,117849600.00,2003,9,26,12,0,0
2003.73716632,0.247464,-0.037091,-0.038002,0.000595,0.000781,0.002369,-0.007969,0.183433,-0.110405,117936000.00,2003,9,27,12,0,0
2003.73990418,0.247593,-0.037406,-0.046753,0.000594,0.000781,0.002362,0.002592,0.186440,-0.109870,118022400.00,2003,9,28,12,0,0
2003.74264203,0.248093,-0.036868,-0.049713,0.000586,0.000767,0.002318,0.016769,0.088011,-0.107912,118108800.00,2003,9,29,12,0,0
2003.74537988,0.247431,-0.037234,-0.049823,0.000613,0.000798,0.002462,0.030534,0.137323,-0.151527,118195200.00,2003,9,30,12,0,0
2003.74811773,0.247338,-0.037478,-0.049991,0.000584,0.000764,0.002313,-0.004925,0.160138,-0.105063,118281600.00,2003,10,1,12,0,0
2003.75085558,0.245796,-0.038968,-0.045283,0.000608,0.000769,0.002430,-0.008913,-0.029910,-0.108904,118368000.00,2003,10,2,12,0,0
2003.75359343,0.247274,-0.037769,-0.044120,0.000580,0.000762,0.002304,-0.012920,0.139609,-0.081359,118454400.00,2003,10,3,12,0,0
2003.75633128,0.247333,-0.039012,-0.041613,0.000595,0.000770,0.002362,-0.013147,0.190837,-0.122166,118540800.00,2003,10,4,12,0,0
2003.75906913,0.247325,-0.038216,-0.044495,0.000598,0.000774,0.002364,-0.004017,0.231510,-0.136373,118627200.00,2003,10,5,12,0,0
2003.76180698,0.248113,-0.037914,-0.048194,0.000596,0.000785,0.002398,-0.000431,0.133541,-0.099918,118713600.00,2003,10,6,12,0,0
2003.76454483,0.247267,-0.039228,-0.047063,0.000606,0.000802,0.002419,0.011242,0.052435,-0.113200,118800000.00,2003,10,7,12,0,0
2003.76728268,0.248477,-0.037894,-0.046401,0.000610,0.000791,0.002448,-0.021095,0.172654,-0.130124,118886400.00,2003,10,8,12,0,0
2003.77002053,0.247367,-0.036007,-0.042375,0.000580,0.000752,0.002301,-0.018525,0.165156,-0.084924,118972800.00,2003,10,9,12,0,0
2003.77275838,0.248585,-0.038581,-0.041588,0.000598,0.000770,0.002372,-0.017035,0.225984,-0.118735,119059200.00,2003,10,10,12,0,0
2003.77549624,0.247889,-0.036895,-0.043052,0.000590,0.000753,0.002310,-0.009936,0.209285,-0.109291,119145600.00,2003,10,11,12,0,0
2003.77823409,0.247765,-0.036192,-0.046372,0.000595,0.000763,0.002378,-0.022128,0.147828,-0.128383,119232000.00,2003,10,12,12,0,0
2003.78097194,0.248884,-0.035461,-0.044010,0.000586,0.000754,0.002322,-0.016580,0.138664,-0.102601,119318400.00,2003,10,13,12,0,0
2003.78370979,0.248857,-0.036491,-0.037125,0.000603,0.000774,0.002354,-0.042746,0.182327,-0.138273,119404800.00,2003,10,14,12,0,0
2003.78644764,0.248106,-0.035161,-0.037198,0.000579,0.000742,0.002271,-0.020337,0.188308,-0.095885,119491200.00,2003,10,15,12,0,0
2003.78918549,0.247581,-0.036347,-0.041012,0.000581,0.000747,0.002283,-0.019220,0.219216,-0.093927,119577600.00,2003,10,16,12,0,0
2003.79192334,0.247520,-0.034449,-0.048584,0.000585,0.000746,0.002306,-0.006577,0.158809,-0.107316,119664000.00,2003,10,17,12,0,0
2003.79466119,0.247410,-0.037121,-0.049046,0.000589,0.000748,0.002318,-0.004185,0.117593,-0.121232,119750400.00,2003,10,18,12,0,0
2003.79739904,0.248524,-0.036109,-0.047301,0.000586,0.000751,0.002321,-0.002454,0.131700,-0.109380,119836800.00,2003,10,19,12,0,0
2003.80013689,0.247637,-0.035777,-0.044104,0.000589,0.000758,0.002338,-0.010307,0.153788,-0.103601,119923200.00,2003,10,20,12,0,0
2003.80287474,0.248016,-0.038101,-0.038504,0.000583,0.000750,0.002308,-0.023675,0.193422,-0.097195,120009600.00,2003,10,21,12,0,0
2003.80561259,0.246242,-0.036880,-0.042369,0.000614,0.000791,0.002402,-0.007373,0.040142,-0.125038,120096000.00,2003,10,22,12,0,0
2003.80835044,0.246783,-0.037117,-0.039032,0.000598,0.000762,0.002356,0.010810,0.096444,-0.088602,120182400.00,2003,10,23,12,0,0
2003.81108830,0.247480,-0.036791,-0.045784,0.000601,0.000771,0.002382,0.016742,0.142633,-0.093317,120268800.00,2003,10,24,12,0,0
2003.81382615,0.247986,-0.038963,-0.045582,0.000578,0.000757,0.002308,-0.006711,0.138487,-0.065122,120355200.00,2003,10,25,12,0,0
2003.81656400,0.247452,-0.036804,-0.047021,0.000579,0.000750,0.002290,-0.009686,0.133406,-0.080454,120441600.00,2003,10,26,12,0,0
2003.81930185,0.247833,-0.036941,-0.043429,0.000595,0.000754,0.002347,-0.010734,0.215201,-0.094690,120528000.00,2003,10,27,12,0,0
2003.82203970,0.247732,-0.036330,-0.042661,0.000583,0.000755,0.002295,-0.021108,0.098331,-0.086853,120614400.00,2003,10,28,12,0,0
2003.82477755,0.246826,-0.033710,-0.039331,0.000767,0.000968,0.002963,-0.016617,0.122609,-0.177062,120700800.00,2003,10,29,12,0,0
2003.82751540,0.246525,-0.032823,-0.049164,0.000745,0.000970,0.002945,0.065174,0.211263,-0.153895,120787200.00,2003,10,30,12,0,0
2003.83025325,0.245894,-0.035400,-0.052153,0.000617,0.000815,0.002489,0.014614,0.061513,-0.093628,120873600.00,2003,10,31,12,0,0
2003.83299110,0.245675,-0.035897,-0.044861,0.000594,0.000761,0.002348,-0.000330,0.105462,-0.103715,120960000.00,2003,11,1,12,0,0
2003.83572895,0.246937,-0.035681,-0.042081,0.000583,0.000754,0.002300,-0.023229,0.211619,-0.073568,121046400.00,2003,11,2,12,0,0
2003.83846680,0.246852,-0.032954,-0.047728,0.000585,0.000755,0.002312,-0.013882,0.292454,-0.103964,121132800.00,2003,11,3,12,0,0
2003.84120465,0.243474,-0.036151,-0.059349,0.000607,0.000778,0.002437,0.022887,-0.058274,-0.122817,121219200.00,2003,11,4,12,0,0
2003.84394251,0.248505,-0.038334,-0.022861,0.000593,0.000761,0.002349,-0.027152,0.251755,-0.085576,121305600.00,2003,11,5,12,0,0
2003.84668036,0.245838,-0.036161,-0.047475,0.000578,0.000751,0.002281,-0.020574,0.142798,-0.092856,121392000.00,2003,11,6,12,0,0
2003.84941821,0.246432,-0.035449,-0.047810,0.000578,0.000748,0.002264,-0.031692,0.174851,-0.093482,121478400.00,2003,11,7,12,0,0
2003.85215606,0.245656,-0.034132,-0.052021,0.000580,0.000750,0.002280,-0.008754,0.178490,-0.081850,121564800.00,2003,11,8,12,0,0
2003.85489391,0.246578,-0.033822,-0.057049,0.000587,0.000759,0.002316,-0.008523,0.110879,-0.090139,121651200.00,2003,11,9,12,0,0
2003.85763176,0.249753,-0.035603,-0.049330,0.000590,0.000770,0.002348,-0.021638,0.173603,-0.099213,121737600.00,2003,11,10,12,0,0
2003.86036961,0.248315,-0.038084,-0.046879,0.000613,0.000807,0.002505,-0.035470,0.231353,-0.112419,121824000.00,2003,11,11,12,0,0
2003.86310746,0.248154,-0.036465,-0.044305,0.000582,0.000751,0.002305,-0.012585,0.082435,-0.095333,121910400.00,2003,11,12,12,0,0
2003.86584531,0.247951,-0.034191,-0.042738,0.000621,0.000771,0.002427,0.007350,0.095314,-0.085558,121996800.00,2003,11,13,12,0,0
2003.86858316,0.247335,-0.034915,-0.046769,0.000615,0.000780,0.002461,-0.004029,0.166609,-0.095744,122083200.00,2003,11,14,12,0,0
2003.87132101,0.246813,-0.035807,-0.048886,0.000588,0.000766,0.002353,-0.029079,0.123475,-0.084313,122169600.00,2003,11,15,12,0,0
2003.87405886,0.248524,-0.034248,-0.050503,0.000588,0.000771,0.002360,-0.041699,0.193569,-0.086610,122256000.00,2003,11,16,12,0,0
2003.87679671,0.249128,-0.035914,-0.057495,0.000602,0.000792,0.002367,-0.033935,0.117475,-0.100965,122342400.00,2003,11,17,12,0,0
2003.87953457,0.248824,-0.034871,-0.053544,0.000603,0.000782,0.002361,-0.017250,0.116606,-0.111226,122428800.00,2003,11,18,12,0,0
2003.88227242,0.247405,-0.037468,-0.037675,0.000584,0.000749,0.002297,-0.016436,0.181700,-0.103968,122515200.00,2003,11,19,12,0,0
2003.88501027,0.247013,-0.033220,-0.047317,0.000705,0.000956,0.002870,0.016899,0.175524,-0.194012,122601600.00,2003,11,20,12,0,0
2003.88774812,0.247883,-0.035959,-0.050956,0.000605,0.000787,0.002407,-0.007278,0.243395,-0.099715,122688000.00,2003,11,21,12,0,0
2003.89048597,0.247064,-0.034444,-0.056418,0.000606,0.000799,0.002442,-0.001983,0.145132,-0.118655,122774400.00,2003,11,22,12,0,0
2003.89322382,0.247181,-0.034477,-0.051504,0.000587,0.000775,0.002345,-0.017324,0.083960,-0.076366,122860800.00,2003,11,23,12,0,0
2003.89596167,0.249263,-0.037963,-0.041787,0.000587,0.000769,0.002337,-0.001298,0.132964,-0.097846,122947200.00,2003,11,24,12,0,0
2003.89869952,0.247165,-0.038609,-0.049285,0.000590,0.000759,0.002334,-0.030963,0.124837,-0.093741,123033600.00,2003,11,25,12,0,0
2003.90143737,0.248089,-0.033306,-0.052801,0.000583,0.000754,0.002314,-0.017191,0.140542,-0.111487,123120000.00,2003,11,26,12,0,0
2003.90417522,0.246821,-0.033971,-0.052868,0.000579,0.000753,0.002312,-0.022969,0.149704,-0.085671,123206400.00,2003,11,27,12,0,0
2003.90691307,0.249081,-0.048055,-0.050549,0.000620,0.000785,0.002518,-0.030312,0.535141,-0.087080,123292800.00,2003,11,28,12,0,0
