Decimal_YR,East(m),North(m),Vert(m),East_sig(m),North_sig(m),Vert_sig(m),East_North_cor,East_Vert_cor,North_Vert_cor,Time in Seconds past J2000,YEAR,MM,DD,HR,MN,SS
1994.00136893,0.406297,-0.060092,-0.095491,0.000607,0.000745,0.002438,-0.061199,0.655654,-0.092806,-189302400.00,1994,1,1,12,0,0
1994.00410678,0.406630,-0.061849,-0.077834,0.000580,0.000709,0.002320,-0.056927,0.531604,-0.147903,-189216000.00,1994,1,2,12,0,0
1994.00684463,0.404685,-0.057140,-0.079315,0.000593,0.000748,0.002395,-0.071364,0.677538,-0.146513,-189129600.00,1994,1,3,12,0,0
1994.00958248,0.405055,-0.057250,-0.079108,0.000579,0.000738,0.002338,-0.047211,0.522650,-0.145903,-189043200.00,1994,1,4,12,0,0
1994.01232033,0.402787,-0.056953,-0.078041,0.000584,0.000720,0.002301,-0.022832,0.523171,-0.143802,-188956800.00,1994,1,5,12,0,0
1994.01505818,0.400785,-0.057683,-0.088461,0.000679,0.000898,0.002850,-0.020499,0.796915,-0.046320,-188870400.00,1994,1,6,12,0,0
1994.01779603,0.402098,-0.059925,-0.084072,0.000616,0.000791,0.002532,-0.013962,0.633388,-0.143615,-188784000.00,1994,1,7,12,0,0
1994.02053388,0.400493,-0.060051,-0.079554,0.000673,0.000808,0.002769,-0.083820,0.730113,-0.195880,-188697600.00,1994,1,8,12,0,0
1994.02327173,0.400699,-0.059161,-0.079209,0.000587,0.000737,0.002326,-0.032495,0.693659,-0.087606,-188611200.00,1994,1,9,12,0,0
1994.02600958,0.402741,-0.054154,-0.089106,0.000607,0.000722,0.002404,-0.053445,0.667755,-0.112336,-188524800.00,1994,1,10,12,0,0
1994.02874743,0.400776,-0.054907,-0.080415,0.000609,0.000740,0.002409,-0.025994,0.660727,-0.148015,-188438400.00,1994,1,11,12,0,0
1994.03148528,0.398517,-0.052949,-0.085512,0.000620,0.000808,0.002509,-0.022969,0.466683,-0.124011,-188352000.00,1994,1,12,12,0,0
1994.03422313,0.399233,-0.052303,-0.087128,0.000615,0.000741,0.002438,-0.049029,0.774527,-0.134789,-188265600.00,1994,1,13,12,0,0
1994.03696099,0.398631,-0.055510,-0.077928,0.000623,0.000828,0.002552,-0.060058,0.496548,-0.129803,-188179200.00,1994,1,14,12,0,0
1994.03969884,0.396405,-0.053887,-0.082549,0.000608,0.000750,0.002413,-0.052035,0.859975,-0.072909,-188092800.00,1994,1,15,12,0,0
1994.04243669,0.396637,-0.058329,-0.084249,0.000596,0.000735,0.002378,-0.031342,0.647348,-0.086388,-188006400.00,1994,1,16,12,0,0
1994.04517454,0.399022,-0.052427,-0.078347,0.000575,0.000720,0.002278,-0.036180,0.496750,-0.092604,-187920000.00,1994,1,17,12,0,0
1994.04791239,0.397938,-0.052395,-0.085587,0.000571,0.000712,0.002268,-0.059049,0.550489,-0.118636,-187833600.00,1994,1,18,12,0,0
1994.05065024,0.396030,-0.054074,-0.089084,0.000569,0.000710,0.002264,-0.060891,0.575744,-0.128210,-187747200.00,1994,1,19,12,0,0
1994.05338809,0.398466,-0.053405,-0.091189,0.000600,0.000750,0.002443,-0.050512,0.674465,-0.068559,-187660800.00,1994,1,20,12,0,0
1994.05612594,0.397296,-0.056363,-0.093234,0.000593,0.000742,0.002408,-0.066371,0.684525,-0.053535,-187574400.00,1994,1,21,12,0,0
1994.05886379,0.402031,-0.053990,-0.089638,0.000600,0.000769,0.002425,-0.069233,0.567229,-0.112066,-187488000.00,1994,1,22,12,0,0
1994.06160164,0.406507,-0.055222,-0.092125,0.000580,0.000746,0.002349,-0.072831,0.556539,-0.089455,-187401600.00,1994,1,23,12,0,0
1994.06433949,0.405461,-0.054930,-0.083520,0.000588,0.000725,0.002353,-0.054665,0.525186,-0.082112,-187315200.00,1994,1,24,12,0,0
1994.06707734,0.404982,-0.052912,-0.090250,0.000585,0.000721,0.002335,-0.059969,0.571885,-0.064223,-187228800.00,1994,1,25,12,0,0
1994.06981520,0.406729,-0.058997,-0.098683,0.000591,0.000734,0.002381,-0.053202,0.644782,-0.091109,-187142400.00,1994,1,26,12,0,0
1994.07255305,0.405566,-0.059867,-0.096392,0.000590,0.000721,0.002346,-0.068350,0.494346,-0.074588,-187056000.00,1994,1,27,12,0,0
1994.07529090,0.403151,-0.058148,-0.082413,0.000608,0.000727,0.002402,-0.038918,0.626567,-0.088339,-186969600.00,1994,1,28,12,0,0
1994.07802875,0.400679,-0.055463,-0.076777,0.000588,0.000719,0.002321,-0.053042,0.464264,-0.087112,-186883200.00,1994,1,29,12,0,0
1994.08076660,0.400762,-0.056172,-0.086620,0.000624,0.000781,0.002512,-0.051685,0.687328,-0.088975,-186796800.00,1994,1,30,12,0,0
1994.08350445,0.399627,-0.056726,-0.082695,0.001042,0.001091,0.004085,-0.142891,0.542968,-0.095956,-186710400.00,1994,1,31,12,0,0
1994.08624230,0.394874,-0.054870,-0.076987,0.000835,0.000960,0.003354,-0.200908,0.864943,-0.151683,-186624000.00,1994,2,1,12,0,0
1994.08898015,0.405529,-0.057379,-0.083249,0.000820,0.000984,0.003466,-0.098711,0.643108,-0.173634,-186537600.00,1994,2,2,12,0,0
1994.09171800,0.397311,-0.060862,-0.081243,0.000902,0.001109,0.003834,-0.084535,1.003745,-0.047412,-186451200.00,1994,2,3,12,0,0
1994.09445585,0.392276,-0.060652,-0.087275,0.000841,0.001025,0.003356,-0.141646,0.570081,-0.049696,-186364800.00,1994,2,4,12,0,0
1994.09719370,0.395232,-0.057231,-0.074490,0.000974,0.001123,0.003771,-0.246566,1.044039,-0.227396,-186278400.00,1994,2,5,12,0,0
1994.09993155,0.396582,-0.058995,-0.079929,0.000628,0.000780,0.002552,-0.066490,0.501736,-0.079061,-186192000.00,1994,2,6,12,0,0
1994.10266940,0.394847,-0.058719,-0.083961,0.000638,0.000787,0.002634,-0.037859,0.477325,-0.099708,-186105600.00,1994,2,7,12,0,0
1994.10540726,0.396518,-0.057401,-0.084689,0.000631,0.000770,0.002590,-0.065877,0.732241,-0.104013,-186019200.00,1994,2,8,12,0,0
1994.10814511,0.397406,-0.056742,-0.082166,0.000666,0.000881,0.002902,0.040345,0.633589,-0.090014,-185932800.00,1994,2,9,12,0,0
1994.11088296,0.396461,-0.057508,-0.072371,0.000665,0.000867,0.002791,0.005708,0.409427,-0.123094,-185846400.00,1994,2,10,12,0,0
1994.11362081,0.396728,-0.059221,-0.080434,0.000692,0.000857,0.003027,-0.023660,0.716705,-0.111263,-185760000.00,1994,2,11,12,0,0
1994.11635866,0.399285,-0.061254,-0.079624,0.000713,0.000885,0.003010,-0.115642,0.801814,-0.112487,-185673600.00,1994,2,12,12,0,0
1994.11909651,0.397360,-0.056259,-0.075417,0.000672,0.000893,0.002826,-0.033271,0.564506,-0.108855,-185587200.00,1994,2,13,12,0,0
1994.12183436,0.400292,-0.058195,-0.075183,0.000662,0.000820,0.002752,0.002200,0.170644,-0.135749,-185500800.00,1994,2,14,12,0,0
1994.12457221,0.400175,-0.057854,-0.075125,0.000660,0.000841,0.002773,-0.015856,0.373115,-0.124194,-185414400.00,1994,2,15,12,0,0
1994.12731006,0.404070,-0.058068,-0.080896,0.000809,0.001074,0.003415,-0.062499,0.949679,-0.139285,-185328000.00,1994,2,16,12,0,0
1994.13004791,0.405755,-0.062768,-0.082783,0.000618,0.000785,0.002484,0.012492,0.322017,-0.166772,-185241600.00,1994,2,17,12,0,0
1994.13278576,0.401081,-0.064678,-0.079301,0.000631,0.000845,0.002620,0.009166,0.225615,-0.146766,-185155200.00,1994,2,18,12,0,0
1994.13552361,0.404308,-0.067185,-0.067483,0.000627,0.000813,0.002575,0.038306,0.122528,-0.129429,-185068800.00,1994,2,19,12,0,0
1994.13826146,0.398824,-0.066566,-0.074648,0.000617,0.000782,0.002497,-0.010893,0.552861,-0.065906,-184982400.00,1994,2,20,12,0,0
1994.14099932,0.400742,-0.062172,-0.075787,0.000635,0.000815,0.002574,0.013462,0.348353,-0.115760,-184896000.00,1994,2,21,12,0,0
1994.14373717,0.402108,-0.060642,-0.082538,0.000680,0.000855,0.002847,-0.014322,0.606303,-0.150442,-184809600.00,1994,2,22,12,0,0
1994.14647502,0.408357,-0.061095,-0.090760,0.000982,0.001329,0.003990,-0.077817,0.413109,-0.262267,-184723200.00,1994,2,23,12,0,0
1994.15195072,0.404816,-0.058720,-0.079111,0.000950,0.001106,0.003891,-0.014828,0.199124,-0.067112,-184550400.00,1994,2,25,12,0,0
1994.15468857,0.403131,-0.060694,-0.080993,0.000644,0.000770,0.002568,0.020455,0.230292,-0.164985,-184464000.00,1994,2,26,12,0,0
1994.15742642,0.399841,-0.060865,-0.078343,0.000658,0.000812,0.002640,-0.020831,0.492601,-0.131614,-184377600.00,1994,2,27,12,0,0
1994.16016427,0.402681,-0.063085,-0.084031,0.000641,0.000829,0.002642,0.026133,0.204402,-0.160313,-184291200.00,1994,2,28,12,0,0
1994.16290212,0.402798,-0.063167,-0.088595,0.000647,0.000801,0.002655,-0.013357,0.358163,-0.164865,-184204800.00,1994,3,1,12,0,0
1994.16563997,0.405543,-0.064869,-0.082046,0.000628,0.000809,0.002578,0.001064,0.160617,-0.139297,-184118400.00,1994,3,2,12,0,0
1994.16837782,0.407061,-0.060425,-0.075519,0.000662,0.000809,0.002667,-0.016443,0.347864,-0.127256,-184032000.00,1994,3,3,12,0,0
1994.17111567,0.403250,-0.064468,-0.074769,0.000622,0.000821,0.002595,0.023282,0.100898,-0.158724,-183945600.00,1994,3,4,12,0,0
1994.17385352,0.402093,-0.062864,-0.074141,0.000604,0.000768,0.002458,-0.035374,0.360366,-0.148841,-183859200.00,1994,3,5,12,0,0
1994.17659138,0.406473,-0.064098,-0.072671,0.000619,0.000765,0.002469,-0.025915,0.396820,-0.138279,-183772800.00,1994,3,6,12,0,0
1994.17932923,0.404602,-0.062855,-0.071108,0.000600,0.000774,0.002453,0.014551,0.113346,-0.104617,-183686400.00,1994,3,7,12,0,0
1994.18206708,0.404317,-0.060925,-0.070850,0.000611,0.000770,0.002417,-0.016304,0.221392,-0.131584,-183600000.00,1994,3,8,12,0,0
1994.18480493,0.402420,-0.060760,-0.080377,0.000611,0.000778,0.002481,-0.019555,0.422250,-0.089661,-183513600.00,1994,3,9,12,0,0
1994.18754278,0.400256,-0.061748,-0.074784,0.000621,0.000762,0.002477,-0.013569,0.412263,-0.124240,-183427200.00,1994,3,10,12,0,0
1994.19028063,0.402720,-0.063430,-0.077881,0.000610,0.000794,0.002504,-0.001113,0.260847,-0.133719,-183340800.00,1994,3,11,12,0,0
1994.19301848,0.412678,-0.059293,-0.090032,0.000647,0.000843,0.002577,-0.039584,0.554214,-0.091643,-183254400.00,1994,3,12,12,0,0
1994.19575633,0.404635,-0.060679,-0.082287,0.000636,0.000825,0.002618,0.001948,0.132254,-0.108425,-183168000.00,1994,3,13,12,0,0
1994.19849418,0.402686,-0.063326,-0.076893,0.000620,0.000822,0.002558,-0.009421,0.339353,-0.100505,-183081600.00,1994,3,14,12,0,0
1994.20123203,0.404842,-0.060694,-0.073645,0.000625,0.000811,0.002563,0.003428,0.292999,-0.139132,-182995200.00,1994,3,15,12,0,0
1994.20396988,0.402690,-0.062175,-0.071159,0.000636,0.000803,0.002511,-0.005584,0.272596,-0.063480,-182908800.00,1994,3,16,12,0,0
1994.20670773,0.400617,-0.063083,-0.071624,0.000760,0.000928,0.003114,0.039369,0.163903,-0.062720,-182822400.00,1994,3,17,12,0,0
1994.20944559,0.403775,-0.058610,-0.074043,0.000638,0.000814,0.002570,0.009507,0.205338,-0.085361,-182736000.00,1994,3,18,12,0,0
1994.21218344,0.402594,-0.060871,-0.069895,0.000648,0.000846,0.002677,-0.028303,0.270448,-0.080110,-182649600.00,1994,3,19,12,0,0
1994.21492129,0.403422,-0.059234,-0.070056,0.000607,0.000795,0.002530,-0.010467,0.440991,-0.051543,-182563200.00,1994,3,20,12,0,0
1994.21765914,0.405726,-0.060024,-0.066108,0.000598,0.000778,0.002439,0.000009,0.323339,-0.102819,-182476800.00,1994,3,21,12,0,0
1994.22039699,0.406165,-0.061739,-0.064905,0.000662,0.000856,0.002652,0.010350,0.265563,-0.067593,-182390400.00,1994,3,22,12,0,0
1994.22313484,0.402181,-0.059423,-0.068634,0.000623,0.000791,0.002544,-0.017261,0.320686,-0.054727,-182304000.00,1994,3,23,12,0,0
1994.22587269,0.399328,-0.058991,-0.070496,0.000620,0.000816,0.002539,-0.028790,0.525830,-0.088754,-182217600.00,1994,3,24,12,0,0
1994.22861054,0.401829,-0.060117,-0.072186,0.000615,0.000819,0.002474,-0.014504,0.264574,-0.044480,-182131200.00,1994,3,25,12,0,0
1994.23134839,0.402350,-0.061255,-0.079303,0.000601,0.000788,0.002442,-0.003219,0.411872,-0.048172,-182044800.00,1994,3,26,12,0,0
1994.23408624,0.406475,-0.059722,-0.073288,0.000659,0.000881,0.002731,0.062698,-0.019807,-0.077099,-181958400.00,1994,3,27,12,0,0
1994.23682409,0.403079,-0.058976,-0.074853,0.000580,0.000787,0.002406,0.031127,0.364141,-0.027721,-181872000.00,1994,3,28,12,0,0
1994.23956194,0.402586,-0.057264,-0.075172,0.000593,0.000770,0.002416,0.023007,0.300206,-0.091671,-181785600.00,1994,3,29,12,0,0
1994.24229979,0.398453,-0.063773,-0.086940,0.000620,0.000776,0.002482,-0.020339,0.378705,-0.037196,-181699200.00,1994,3,30,12,0,0
1994.24503765,0.401781,-0.062191,-0.079938,0.000601,0.000747,0.002453,-0.048632,0.648176,-0.027158,-181612800.00,1994,3,31,12,0,0
1994.24777550,0.401861,-0.060357,-0.081914,0.000593,0.000750,0.002390,-0.052435,0.611243,-0.021854,-181526400.00,1994,4,1,12,0,0
1994.25051335,0.401273,-0.058633,-0.077958,0.000647,0.000818,0.002654,-0.008435,0.254281,-0.087609,-181440000.00,1994,4,2,12,0,0
1994.25325120,0.403416,-0.059591,-0.075962,0.000644,0.000785,0.002492,-0.009585,0.349684,-0.154003,-181353600.00,1994,4,3,12,0,0
1994.25598905,0.401624,-0.061650,-0.074672,0.000645,0.000796,0.002564,0.016384,0.283252,-0.132196,-181267200.00,1994,4,4,12,0,0
1994.25872690,0.401746,-0.062476,-0.071633,0.000592,0.000759,0.002416,0.011147,0.217144,-0.102884,-181180800.00,1994,4,5,12,0,0
1994.26146475,0.403846,-0.060450,-0.075380,0.000616,0.000819,0.002525,-0.028064,0.392300,-0.090846,-181094400.00,1994,4,6,12,0,0
1994.26420260,0.402274,-0.059156,-0.079133,0.000596,0.000792,0.002465,0.019484,0.381005,-0.118373,-181008000.00,1994,4,7,12,0,0
1994.26694045,0.401446,-0.069278,-0.076425,0.000620,0.000826,0.002544,0.018830,0.205652,-0.107788,-180921600.00,1994,4,8,12,0,0
1994.26967830,0.399664,-0.064606,-0.073257,0.000690,0.000890,0.002841,0.023202,0.272543,-0.153632,-180835200.00,1994,4,9,12,0,0
1994.27241615,0.402215,-0.060441,-0.071408,0.000629,0.000811,0.002578,0.002785,0.242341,-0.151663,-180748800.00,1994,4,10,12,0,0
1994.27515400,0.401004,-0.063754,-0.081787,0.000661,0.000839,0.002688,-0.009686,0.355755,-0.159912,-180662400.00,1994,4,11,12,0,0
1994.27789185,0.403760,-0.060175,-0.087553,0.000641,0.000818,0.002658,-0.037035,0.521118,-0.117908,-180576000.00,1994,4,12,12,0,0
1994.28062971,0.405182,-0.058070,-0.078168,0.000631,0.000804,0.002599,-0.013356,0.130338,-0.129726,-180489600.00,1994,4,13,12,0,0
1994.28336756,0.404352,-0.062559,-0.070978,0.000614,0.000827,0.002685,-0.017839,0.162133,-0.077145,-180403200.00,1994,4,14,12,0,0
1994.28610541,0.401981,-0.062904,-0.070477,0.000592,0.000783,0.002497,0.005469,0.147988,-0.119146,-180316800.00,1994,4,15,12,0,0
1994.28884326,0.403322,-0.062089,-0.065479,0.000625,0.000815,0.002598,0.015486,0.186147,-0.162806,-180230400.00,1994,4,16,12,0,0
1994.29158111,0.399819,-0.060787,-0.073883,0.000712,0.000915,0.002918,0.030396,-0.084486,-0.208941,-180144000.00,1994,4,17,12,0,0
1994.29431896,0.404253,-0.065581,-0.074966,0.000616,0.000819,0.002587,-0.013814,0.429161,-0.114448,-180057600.00,1994,4,18,12,0,0
1994.29705681,0.401365,-0.061953,-0.059857,0.000638,0.000830,0.002688,0.024976,0.136035,-0.132490,-179971200.00,1994,4,19,12,0,0
1994.29979466,0.401194,-0.059360,-0.079788,0.000604,0.000784,0.002565,0.004146,0.336427,-0.128484,-179884800.00,1994,4,20,12,0,0
1994.30253251,0.402355,-0.062307,-0.077106,0.000604,0.000792,0.002583,0.014766,0.125059,-0.141128,-179798400.00,1994,4,21,12,0,0
1994.30527036,0.402437,-0.060374,-0.076501,0.000620,0.000789,0.002533,-0.015858,0.111221,-0.116985,-179712000.00,1994,4,22,12,0,0
1994.30800821,0.401267,-0.058608,-0.077889,0.000606,0.000796,0.002524,-0.007446,0.199563,-0.107125,-179625600.00,1994,4,23,12,0,0
1994.31074606,0.402352,-0.058752,-0.078613,0.000613,0.000834,0.002558,0.010111,0.265655,-0.080133,-179539200.00,1994,4,24,12,0,0
1994.31348392,0.402791,-0.058477,-0.072425,0.000607,0.000789,0.002498,-0.013176,0.243120,-0.106797,-179452800.00,1994,4,25,12,0,0
1994.31622177,0.402024,-0.058193,-0.079971,0.000613,0.000801,0.002552,-0.004385,0.245691,-0.058968,-179366400.00,1994,4,26,12,0,0
1994.31895962,0.402825,-0.065185,-0.083109,0.000655,0.000812,0.002649,0.005251,0.446666,-0.069621,-179280000.00,1994,4,27,12,0,0
1994.32169747,0.399002,-0.061299,-0.085445,0.000607,0.000781,0.002490,0.000165,0.281688,-0.149352,-179193600.00,1994,4,28,12,0,0
1994.32443532,0.399132,-0.057707,-0.077326,0.000605,0.000797,0.002520,-0.011890,0.429469,-0.079555,-179107200.00,1994,4,29,12,0,0
1994.32717317,0.402169,-0.058663,-0.081097,0.000608,0.000767,0.002506,-0.001417,0.298793,-0.137267,-179020800.00,1994,4,30,12,0,0
1994.32991102,0.399470,-0.060089,-0.078078,0.000623,0.000815,0.002627,0.008984,0.287948,-0.134242,-178934400.00,1994,5,1,12,0,0
1994.33264887,0.399959,-0.061637,-0.078484,0.000610,0.000775,0.002573,-0.005102,0.476044,-0.150742,-178848000.00,1994,5,2,12,0,0
1994.33538672,0.400594,-0.060133,-0.074255,0.000615,0.000807,0.002579,0.023640,0.371405,-0.091707,-178761600.00,1994,5,3,12,0,0
1994.33812457,0.403935,-0.058074,-0.079386,0.000604,0.000815,0.002511,0.025361,0.411267,-0.098707,-178675200.00,1994,5,4,12,0,0
1994.34086242,0.400713,-0.062001,-0.075889,0.000600,0.000775,0.002515,-0.012476,0.239027,-0.097265,-178588800.00,1994,5,5,12,0,0
1994.34360027,0.401270,-0.059848,-0.072189,0.000639,0.000813,0.002678,0.003047,0.090271,-0.137548,-178502400.00,1994,5,6,12,0,0
1994.34633812,0.401600,-0.060559,-0.082013,0.000641,0.000801,0.002657,-0.003824,0.248025,-0.177721,-178416000.00,1994,5,7,12,0,0
1994.34907598,0.401490,-0.060193,-0.076427,0.000600,0.000776,0.002506,-0.022089,0.288690,-0.117245,-178329600.00,1994,5,8,12,0,0
1994.35181383,0.400172,-0.059695,-0.073713,0.000607,0.000802,0.002497,-0.010256,0.249467,-0.136702,-178243200.00,1994,5,9,12,0,0
1994.35455168,0.405875,-0.062335,-0.075083,0.000636,0.000792,0.002558,-0.003581,0.320135,-0.147537,-178156800.00,1994,5,10,12,0,0
1994.35728953,0.404051,-0.059713,-0.080898,0.000599,0.000789,0.002493,-0.003059,0.362022,-0.117038,-178070400.00,1994,5,11,12,0,0
1994.36002738,0.403629,-0.060030,-0.077296,0.000616,0.000796,0.002558,0.020489,0.192693,-0.108666,-177984000.00,1994,5,12,12,0,0
1994.36276523,0.402411,-0.060791,-0.075944,0.000602,0.000783,0.002505,-0.001679,0.311889,-0.106159,-177897600.00,1994,5,13,12,0,0
1994.36550308,0.404105,-0.060063,-0.080806,0.000608,0.000786,0.002549,-0.018070,0.387355,-0.124899,-177811200.00,1994,5,14,12,0,0
1994.36824093,0.404962,-0.058886,-0.071814,0.000620,0.000802,0.002633,0.008474,0.368204,-0.088786,-177724800.00,1994,5,15,12,0,0
1994.37097878,0.399461,-0.059685,-0.079322,0.000604,0.000791,0.002555,-0.010772,0.484987,-0.094797,-177638400.00,1994,5,16,12,0,0
1994.37371663,0.400739,-0.059989,-0.078075,0.000609,0.000791,0.002534,-0.062088,0.361076,-0.117081,-177552000.00,1994,5,17,12,0,0
1994.37645448,0.400227,-0.062080,-0.074903,0.000619,0.000815,0.002607,-0.012295,0.272996,-0.067983,-177465600.00,1994,5,18,12,0,0
1994.37919233,0.400933,-0.056242,0.013947,0.000601,0.000813,0.002461,-0.038485,0.023954,0.002832,-177379200.00,1994,5,19,12,0,0
1994.38193018,0.401945,-0.058980,-0.085372,0.000597,0.000790,0.002472,-0.034967,0.212013,-0.044451,-177292800.00,1994,5,20,12,0,0
1994.38466804,0.403523,-0.056331,-0.083815,0.000600,0.000770,0.002472,-0.050098,0.213261,-0.054903,-177206400.00,1994,5,21,12,0,0
1994.38740589,0.399945,-0.056119,-0.080385,0.000606,0.000806,0.002528,-0.015544,0.331454,-0.030374,-177120000.00,1994,5,22,12,0,0
1994.39014374,0.401892,-0.055605,-0.077539,0.000603,0.000791,0.002464,0.001246,0.268139,-0.075168,-177033600.00,1994,5,23,12,0,0
1994.39288159,0.402288,-0.056617,-0.075117,0.000615,0.000789,0.002522,-0.042403,0.461099,-0.048088,-176947200.00,1994,5,24,12,0,0
1994.39561944,0.404785,-0.055965,-0.075890,0.000607,0.000776,0.002484,0.021131,0.137904,-0.088054,-176860800.00,1994,5,25,12,0,0
1994.39835729,0.400620,-0.060779,-0.076807,0.000613,0.000791,0.002502,-0.063572,0.510852,-0.077096,-176774400.00,1994,5,26,12,0,0
1994.40109514,0.404106,-0.058570,-0.077605,0.000600,0.000779,0.002436,-0.005866,0.275034,-0.058548,-176688000.00,1994,5,27,12,0,0
1994.40383299,0.404445,-0.057572,-0.081994,0.000621,0.000800,0.002515,-0.029229,0.422296,-0.074751,-176601600.00,1994,5,28,12,0,0
1994.40657084,0.402809,-0.057110,-0.081078,0.000594,0.000789,0.002456,-0.004391,0.330566,-0.078336,-176515200.00,1994,5,29,12,0,0
1994.40930869,0.398604,-0.059308,-0.077214,0.000604,0.000788,0.002455,0.019202,0.279956,-0.070750,-176428800.00,1994,5,30,12,0,0
1994.41204654,0.402752,-0.060223,-0.072799,0.000618,0.000803,0.002565,0.017958,0.380626,-0.059156,-176342400.00,1994,5,31,12,0,0
1994.41478439,0.399939,-0.055263,-0.079640,0.000627,0.000807,0.002548,-0.009247,0.380107,-0.124501,-176256000.00,1994,6,1,12,0,0
1994.41752225,0.400317,-0.058088,-0.080126,0.000609,0.000790,0.002462,-0.008709,0.333181,-0.056396,-176169600.00,1994,6,2,12,0,0
1994.42026010,0.402911,-0.058064,-0.080410,0.000610,0.000795,0.002469,0.004028,0.080955,-0.065355,-176083200.00,1994,6,3,12,0,0
1994.42299795,0.403313,-0.057654,-0.077874,0.000612,0.000780,0.002444,0.006126,0.064170,-0.087854,-175996800.00,1994,6,4,12,0,0
1994.42573580,0.401611,-0.058725,-0.087027,0.000600,0.000778,0.002433,-0.003508,0.238741,-0.039945,-175910400.00,1994,6,5,12,0,0
1994.42847365,0.399562,-0.057927,-0.077052,0.000601,0.000759,0.002426,-0.009720,0.293741,-0.057248,-175824000.00,1994,6,6,12,0,0
1994.43121150,0.400557,-0.058536,-0.073940,0.000605,0.000785,0.002444,-0.032982,0.207675,-0.065164,-175737600.00,1994,6,7,12,0,0
1994.43394935,0.401192,-0.057971,-0.081650,0.000603,0.000770,0.002445,-0.039076,0.073769,-0.020669,-175651200.00,1994,6,8,12,0,0
1994.43668720,0.400477,-0.059850,-0.068794,0.000601,0.000768,0.002442,-0.027481,0.229941,-0.047445,-175564800.00,1994,6,9,12,0,0
1994.43942505,0.403976,-0.057841,-0.077171,0.000599,0.000779,0.002426,-0.023582,0.204536,-0.036493,-175478400.00,1994,6,10,12,0,0
1994.44216290,0.401109,-0.058576,-0.075369,0.000588,0.000768,0.002412,-0.048194,0.508561,-0.025569,-175392000.00,1994,6,11,12,0,0
1994.44490075,0.403847,-0.058634,-0.076517,0.000597,0.000782,0.002476,-0.026367,0.386057,-0.032098,-175305600.00,1994,6,12,12,0,0
1994.44763860,0.400500,-0.059142,-0.075607,0.000597,0.000779,0.002448,-0.041428,0.407644,-0.058987,-175219200.00,1994,6,13,12,0,0
1994.45037645,0.402253,-0.058661,-0.074349,0.000611,0.000791,0.002466,-0.048947,0.390309,-0.075112,-175132800.00,1994,6,14,12,0,0
1994.45311431,0.402715,-0.058737,-0.078520,0.000606,0.000783,0.002441,-0.035022,0.171975,-0.077934,-175046400.00,1994,6,15,12,0,0
1994.45585216,0.403570,-0.057790,-0.079066,0.000600,0.000776,0.002411,-0.042789,0.217619,-0.053809,-174960000.00,1994,6,16,12,0,0
1994.45859001,0.397608,-0.056300,-0.088177,0.000602,0.000776,0.002483,-0.041821,0.342614,-0.036831,-174873600.00,1994,6,17,12,0,0
1994.46132786,0.398184,-0.059541,-0.084845,0.000749,0.000979,0.003058,-0.049620,0.591112,-0.016902,-174787200.00,1994,6,18,12,0,0
1994.46406571,0.398396,-0.059506,-0.076625,0.000646,0.000823,0.002553,-0.037826,0.272184,-0.060302,-174700800.00,1994,6,19,12,0,0
1994.46680356,0.400773,-0.058610,-0.078915,0.000594,0.000781,0.002421,-0.012724,0.204460,-0.031719,-174614400.00,1994,6,20,12,0,0
1994.46954141,0.401713,-0.056294,-0.072744,0.000604,0.000755,0.002423,-0.050658,0.203112,-0.062615,-174528000.00,1994,6,21,12,0,0
1994.47227926,0.401375,-0.056734,-0.076076,0.000599,0.000770,0.002430,-0.022364,0.268875,-0.051317,-174441600.00,1994,6,22,12,0,0
1994.47501711,0.398371,-0.057877,-0.085240,0.000601,0.000768,0.002421,-0.048092,0.303263,-0.039920,-174355200.00,1994,6,23,12,0,0
1994.47775496,0.399484,-0.057627,-0.077140,0.000596,0.000767,0.002428,-0.037091,0.172388,-0.041322,-174268800.00,1994,6,24,12,0,0
1994.48049281,0.401464,-0.056047,-0.077390,0.000602,0.000774,0.002455,-0.034264,0.305659,-0.052004,-174182400.00,1994,6,25,12,0,0
1994.48323066,0.400147,-0.058945,-0.071294,0.000600,0.000770,0.002393,-0.050966,0.439515,-0.125325,-174096000.00,1994,6,26,12,0,0
1994.48596851,0.401106,-0.058717,-0.079605,0.000611,0.000784,0.002390,-0.112633,0.286613,-0.095756,-174009600.00,1994,6,27,12,0,0
1994.48870637,0.402030,-0.058524,-0.075124,0.000610,0.000768,0.002426,-0.051244,0.083388,-0.071027,-173923200.00,1994,6,28,12,0,0
1994.49144422,0.397978,-0.058253,-0.075957,0.000586,0.000759,0.002389,-0.031017,0.196205,-0.050363,-173836800.00,1994,6,29,12,0,0
1994.49418207,0.397576,-0.059361,-0.078566,0.000584,0.000759,0.002395,-0.045309,0.334559,-0.045334,-173750400.00,1994,6,30,12,0,0
1994.49691992,0.400298,-0.059681,-0.083144,0.000582,0.000764,0.002394,-0.044856,0.219374,-0.040408,-173664000.00,1994,7,1,12,0,0
1994.49965777,0.395591,-0.058785,-0.072910,0.000594,0.000766,0.002463,-0.028050,0.319073,-0.070468,-173577600.00,1994,7,2,12,0,0
1994.50239562,0.400214,-0.058397,-0.079461,0.000577,0.000760,0.002376,-0.050404,0.381228,-0.048379,-173491200.00,1994,7,3,12,0,0
