Frequencia,Periodograma
0.000700770847932726,0.0
0.001401541695865452,2547577.815995362
0.0021023125437981778,359326.8695501881
0.002803083391730904,104562.70289392293
0.00350385423966363,55274.03147521042
0.0042046250875963555,54114.419368573894
0.004905395935529081,62213.03536415676
0.005606166783461808,61216.56139661645
0.006306937631394533,94924.03785762393
0.007007708479327259,10133.012738484635
0.0077084793272599855,36202.41474881826
0.008409250175192711,125836.1947023895
0.009110021023125437,46172.339975184674
0.009810791871058162,70960.74222086904
0.01051156271899089,37462.54613842146
0.011212333566923615,26369.929244197105
0.011913104414856341,596.1522596775455
0.012613875262789067,31012.255750653094
0.013314646110721792,9437.170799324758
0.01401541695865452,62927.465577764415
0.014716187806587245,44335.310098084636
0.015416958654519971,57001.481408454994
0.0161177295024527,21007.13530637428
0.016818500350385426,8304.600118912093
0.01751927119831815,19013.90521519094
0.018220042046250877,37660.02505044643
0.0189208128941836,24801.657702044955
0.019621583742116328,8360.768792107654
0.020322354590049056,10684.50874078438
0.02102312543798178,6032.4720819181675
0.021723896285914507,8468.217293014384
0.02242466713384723,9884.176111229435
0.023125437981779958,7426.543835441485
0.023826208829712685,17619.651316648855
0.02452697967764541,2580.8107008959432
0.025227750525578137,11877.222738511946
0.02592852137351086,11812.587598733822
0.026629292221443588,10248.15508722226
0.027330063069376315,6461.273941629136
0.02803083391730904,2993.508522478681
0.028731604765241767,16755.440137398295
0.02943237561317449,12080.07468298109
0.030133146461107218,31718.154254829395
0.030833917309039945,1588.3073479609704
0.03153468815697267,602.6922666761665
0.0322354590049054,21319.901946004233
0.032936229852838124,2578.711471876492
0.033637000700770844,8784.378355322393
0.03433777154870357,43110.209059566056
0.0350385423966363,9829.830335060866
0.035739313244569026,5224.853800471317
0.036440084092501754,21474.663780914252
0.037140854940434474,20191.64781774112
0.0378416257883672,12472.253391104776
0.03854239663629993,11711.279703757835
0.039243167484232656,14755.28668723843
0.039943938332165384,11530.43742225652
0.040644709180098104,4338.756524002756
0.04134548002803083,2096.071613589359
0.04204625087596356,1527.6990843596839
0.042747021723896286,12093.167057013912
0.043447792571829014,2483.184768055875
0.044148563419761734,10531.511235416225
0.04484933426769446,4060.3059319748263
0.04555010511562719,13598.155141427058
0.046250875963559916,18132.108133399328
0.046951646811492644,24752.213091252546
0.047652417659425364,3939.9442600493676
0.04835318850735809,373.9007449153884
0.04905395935529082,11272.052497746605
0.049754730203223546,1410.9168187229366
0.050455501051156273,10380.502516964641
0.051156271899088994,9697.552760466748
0.05185704274702172,1216.3938929347305
0.05255781359495445,6563.665445860222
0.053258584442887176,10997.524504336146
0.0539593552908199,9490.858210201752
0.054660126138752624,714.8728666009868
0.05536089698668535,2484.3504244102182
0.05606166783461808,12525.143622588992
0.056762438682550806,28716.84454196855
0.05746320953048353,576.6600158332091
0.058163980378416254,1807.3575629385184
0.05886475122634898,344.01178473821705
0.05956552207428171,16859.089003866535
0.060266292922214436,13066.368765819809
0.06096706377014716,3646.826253201687
0.061667834618079884,485.8996633389819
0.06236860546601261,962.8601048715675
0.06306937631394534,3028.45692858736
0.06377014716187807,15868.446697111154
0.0644709180098108,27195.81287452473
0.06517168885774352,101.41966774874012
0.06587245970567625,16213.116076648555
0.06657323055360896,473.58992499580586
0.06727400140154169,4810.420666110313
0.06797477224947442,7095.766058942192
0.06867554309740714,522.6801384700003
0.06937631394533987,7071.432305127393
0.0700770847932726,7674.291985050409
0.07077785564120533,39223.058032626934
0.07147862648913805,13567.385325704538
0.07217939733707078,14632.814645472341
0.07288016818500351,2565.078413565068
0.07358093903293622,2752.266481976276
0.07428170988086895,2677.357301990989
0.07498248072880168,1926.4414495319775
0.0756832515767344,5243.207165276419
0.07638402242466713,10483.719693718996
0.07708479327259986,4008.373208841354
0.07778556412053259,36374.20951542728
0.07848633496846531,2484.183530116039
0.07918710581639804,5847.528605575153
0.07988787666433077,528.9504628866679
0.08058864751226348,9309.314661729193
0.08128941836019621,5971.878553640416
0.08199018920812894,11677.081625677567
0.08269096005606166,13138.517541983087
0.08339173090399439,14039.210483406203
0.08409250175192712,1959719.663571643
0.08479327259985985,13457.100520468704
0.08549404344779257,8550.83278697018
0.0861948142957253,6219.245307054305
0.08689558514365803,15056.125843158212
0.08759635599159074,1732.2970277183415
0.08829712683952347,20434.905559295443
0.0889978976874562,1634.9565638554564
0.08969866853538892,30151.631832657913
0.09039943938332165,161.13254247780583
0.09110021023125438,1001.2528288273829
0.0918009810791871,14431.134561136594
0.09250175192711983,1399.8736645930521
0.09320252277505256,4093.701744418832
0.09390329362298527,4679.3232391686615
0.094604064470918,4351.6984417345575
0.09530483531885073,86.63700361868457
0.09600560616678346,7980.750292322159
0.09670637701471618,703.9810828543542
0.09740714786264891,9427.182464405498
0.09810791871058164,12238.850728775371
0.09880868955851436,4699.708776159155
0.09950946040644709,5308.902659346882
0.10021023125437982,608.5084061438752
0.10091100210231253,546.9441712488109
0.10161177295024526,8117.481953942696
0.10231254379817799,4830.79969097315
0.10301331464611072,3707.910046386506
0.10371408549404344,339.6400554747035
0.10441485634197617,13184.808667237734
0.1051156271899089,5279.63375610637
0.10581639803784162,12551.620060209534
0.10651716888577435,2099.3354397031476
0.10721793973370708,9586.42258700334
0.10791871058163979,785.0135231692118
0.10861948142957252,3863.5688152746684
0.10932025227750525,4579.4634519850315
0.11002102312543798,1668.7603574321784
0.1107217939733707,3799.4795520864445
0.11142256482130343,444.8587826606921
0.11212333566923616,2089.875393109507
0.11282410651716888,5842.821773178436
0.11352487736510161,14932.000498612813
0.11422564821303434,1177.1083277897856
0.11492641906096705,1580.454323645241
0.11562718990889978,675.6349778532593
0.11632796075683251,1069.276863872011
0.11702873160476523,2663.581319056455
0.11772950245269796,9180.372120104168
0.11843027330063069,3035.0586509865066
0.11913104414856342,2043.1124923850618
0.11983181499649614,12003.5968436656
0.12053258584442887,4183.25863790147
0.1212333566923616,9041.731244259776
0.12193412754029431,10367.447621036328
0.12263489838822704,3006.3153676020047
0.12333566923615977,289.4011428562871
0.1240364400840925,1830.020366448187
0.12473721093202522,2285.2018278433166
0.12543798177995794,993.5631039997263
0.12613875262789065,3864.7438163449933
0.1268395234758234,5095.749200347684
0.1275402943237561,172.95226657988113
0.12824106517168885,223.4829453363857
0.12894183601962156,3721.466165196847
0.1296426068675543,11183.540898810441
0.130343377715487,1705.7429901870214
0.13104414856341975,1367.1878776509013
0.13174491941135247,3482.204134267673
0.13244569025928518,5707.326065367339
0.13314646110721792,212.94707399600767
0.13384723195515064,7476.446035668397
0.13454800280308338,4445.400517048863
0.1352487736510161,192.90574832957873
0.13594954449894883,3837.9922204223913
0.13665031534688155,5273.335484960654
0.1373510861948143,10331.496576875963
0.138051857042747,2161.8330889613576
0.13875262789067971,3968.589718896842
0.13945339873861246,3814.3693778888855
0.14015416958654517,7628.473113878824
0.1408549404344779,2458.9164279735373
0.14155571128241062,10459.536167309441
0.14225648213034336,73.97758596493976
0.14295725297827608,258.22663680550966
0.14365802382620882,4387.170894161059
0.14435879467414153,1771.809794619864
0.14505956552207427,4474.537245814878
0.145760336370007,387.3411841513845
0.1464611072179397,2138.027342001911
0.14716187806587244,2740.2975696270614
0.14786264891380516,17400.021486149828
0.1485634197617379,1158.8586880811085
0.1492641906096706,115.04399624598484
0.14996496145760335,1501.2725912463347
0.15066573230553607,1213.2415627078772
0.1513665031534688,769.3399093854027
0.15206727400140152,5541.964695144609
0.15276804484933423,5743.672870046136
0.15346881569726697,3592.8043578257148
0.1541695865451997,12487.610683801553
0.15487035739313243,736.1272087895655
0.15557112824106514,1567.985048526307
0.15627189908899788,1958.527037129197
0.1569726699369306,2629.826855066615
0.15767344078486334,165.3023368963512
0.15837421163279605,8.403358721128393
0.1590749824807288,7861.372688046666
0.1597757533286615,8482.928997322082
0.16047652417659422,1896.8461225266144
0.16117729502452696,3079.6913577993755
0.16187806587245968,1233.2087750484088
0.16257883672039242,10439.868213103233
0.16327960756832513,6538.405924386996
0.16398037841625787,916.2250927863296
0.16468114926419058,2377.2612495634767
0.16538192011212333,1412.1706066780484
0.16608269096005604,5322.513052313281
0.16678346180798875,30715.96181662104
0.1674842326559215,173253.97068593127
0.1681850035038542,5115.080060906297
0.16888577435178695,3595.2234566475113
0.16958654519971966,3962.685950341507
0.1702873160476524,8636.165129573632
0.17098808689558512,6759.17099919122
0.17168885774351786,765.4780310401973
0.17238962859145057,184.93804420343906
0.1730903994393833,11844.289517907875
0.17379117028731603,350.0472764910898
0.17449194113524874,1281.6810272235289
0.17519271198318148,4823.297336449053
0.1758934828311142,787.8021659391447
0.17659425367904694,6198.471321845257
0.17729502452697965,1128.8705819970683
0.1779957953749124,3309.306081824291
0.1786965662228451,1923.1050718797003
0.17939733707077785,7973.546729415994
0.18009810791871056,4471.227859029244
0.18079887876664327,908.4516391518118
0.18149964961457601,877.3955391574337
0.18220042046250873,1969.0389522377773
0.18290119131044147,27.10447428690617
0.18360196215837418,51.31307018522011
0.18430273300630692,107.00167187986591
0.18500350385423964,6556.916394952949
0.18570427470217238,6282.650700717693
0.1864050455501051,2799.9426114120524
0.1871058163980378,1406.1832838980085
0.18780658724597055,2058.3073653753395
0.18850735809390326,2037.4183149417797
0.189208128941836,3082.0944049768214
0.18990889978976871,2926.3657692664337
0.19060967063770146,2412.262790604437
0.19131044148563417,5266.794609799711
0.1920112123335669,4522.516919335564
0.19271198318149962,1088.8278033613021
0.19341275402943237,2194.7521445890275
0.19411352487736508,4543.843629924337
0.1948142957252978,273.1417606143511
0.19551506657323053,468.8192169660972
0.19621583742116325,602.8972889403614
0.196916608269096,10013.739344031172
0.1976173791170287,4419.837471075594
0.19831814996496144,3608.85276867725
0.19901892081289416,3564.599081856879
0.1997196916608269,517.5019936184359
0.2004204625087596,988.3348978719902
0.20112123335669232,6067.487359752169
0.20182200420462507,495.1738448838277
0.20252277505255778,3909.3584426467696
0.20322354590049052,289.56413931180157
0.20392431674842323,2763.3103907576888
0.20462508759635598,4208.830465426206
0.2053258584442887,6747.4952754928
0.20602662929222143,2277.0559560232864
0.20672740014015414,763.3723317978038
0.20742817098808689,6326.670328484772
0.2081289418360196,561.0327702664563
0.2088297126839523,853.6782025937727
0.20953048353188505,2029.511573393597
0.21023125437981777,2856.4551143580575
0.2109320252277505,2250.5179243440593
0.21163279607568322,2962.6327573265985
0.21233356692361596,4370.507992325889
0.21303433777154868,3267.2944532059255
0.21373510861948142,3366.739129713348
0.21443587946741413,3068.308580056156
0.21513665031534684,3791.07127952512
0.21583742116327959,185.72763878083032
0.2165381920112123,5064.877206261545
0.21723896285914504,2641.757643137307
0.21793973370707775,3287.6521883412593
0.2186405045550105,1465.0633198868775
0.2193412754029432,5829.41065875569
0.22004204625087595,312.58110582071805
0.22074281709880866,8213.02040737993
0.2214435879467414,3638.1711196448196
0.22214435879467412,3093.1795651881184
0.22284512964260683,10321.121704039413
0.22354590049053957,4344.910988695818
0.2242466713384723,1980.0722377858472
0.22494744218640503,14418.75453191843
0.22564821303433774,3216.117712541147
0.22634898388227048,1553.4981359776268
0.2270497547302032,1387.817358017196
0.22775052557813594,2127.2930462423406
0.22845129642606865,4046.363755926756
0.22915206727400136,5599.832037044823
0.2298528381219341,5492.903604342186
0.23055360896986682,8023.124902411022
0.23125437981779956,464.78276886935384
0.23195515066573227,1640.0903976078878
0.23265592151366501,746.8352712397625
0.23335669236159773,4065.7201928859536
0.23405746320953047,527.0796310054484
0.23475823405746318,357.26028596566874
0.2354590049053959,2957.1175650186788
0.23615977575332864,5400.495010738915
0.23686054660126135,4991.682217266415
0.2375613174491941,2595.217066674082
0.2382620882971268,611.7418955555723
0.23896285914505955,1156.3741216505007
0.23966362999299226,813.4398666911268
0.240364400840925,1860.8466516754715
0.24106517168885772,1479.5118706979547
0.24176594253679046,5391.095651686856
0.24246671338472317,3579.832633997254
0.24316748423265588,6781.1365453629605
0.24386825508058863,12681.528764187411
0.24456902592852134,722.2899174367568
0.24526979677645408,802.4809844576217
0.2459705676243868,5914.350801028833
0.24667133847231953,6021.3521357769405
0.24737210932025225,1083.8803657992853
0.248072880168185,1719.5202176949826
