Tempo,Media Movel
1990.4583,7086.666666666667
1990.5417,7088.333333333333
1990.625,7092.5
1990.7083,7094.166666666667
1990.7917,7095.833333333333
1990.875,7103.333333333333
1990.9583,7108.333333333333
1991.0417,7101.916666666667
1991.125,7109.0
1991.2083,7119.333333333333
1991.2917,7120.166666666667
1991.375,7118.5
1991.4583,7112.166666666667
1991.5417,7109.083333333333
1991.625,7111.416666666667
1991.7083,7109.0
1991.7917,7107.083333333333
1991.875,7101.25
1991.9583,7104.916666666667
1992.0417,7119.333333333333
1992.125,7132.25
1992.2083,7134.25
1992.2917,7144.916666666667
1992.375,7148.75
1992.4583,7153.833333333333
1992.5417,7159.166666666667
1992.625,7155.333333333333
1992.7083,7158.333333333333
1992.7917,7164.666666666667
1992.875,7166.416666666667
1992.9583,7168.416666666667
1993.0417,7164.416666666667
1993.125,7148.666666666667
1993.2083,7143.333333333333
1993.2917,7141.083333333333
1993.375,7151.0
1993.4583,7156.083333333333
1993.5417,7153.5
1993.625,7153.5
1993.7083,7151.25
1993.7917,7146.166666666667
1993.875,7137.75
1993.9583,7136.75
1994.0417,7131.416666666667
1994.125,7132.666666666667
1994.2083,7129.916666666667
1994.2917,7120.75
1994.375,7109.083333333333
1994.4583,7102.25
1994.5417,7100.5
1994.625,7099.75
1994.7083,7100.25
1994.7917,7101.25
1994.875,7113.0
1994.9583,7122.916666666667
1995.0417,7139.666666666667
1995.125,7139.666666666667
1995.2083,7152.833333333333
1995.2917,7154.333333333333
1995.375,7154.583333333333
1995.4583,7154.083333333333
1995.5417,7157.833333333333
1995.625,7158.833333333333
1995.7083,7160.083333333333
1995.7917,7157.333333333333
1995.875,7157.833333333333
1995.9583,7158.583333333333
1996.0417,7147.166666666667
1996.125,7154.25
1996.2083,7140.166666666667
1996.2917,7148.916666666667
1996.375,7151.0
1996.4583,7148.75
1996.5417,7146.5
1996.625,7144.833333333333
1996.7083,7142.583333333333
1996.7917,7145.833333333333
1996.875,7140.166666666667
1996.9583,7137.666666666667
1997.0417,7141.333333333333
1997.125,7126.083333333333
1997.2083,7130.5
1997.2917,7121.833333333333
1997.375,7126.333333333333
1997.4583,7138.333333333333
1997.5417,7143.166666666667
1997.625,7153.833333333333
1997.7083,7165.833333333333
1997.7917,7179.333333333333
1997.875,7201.666666666667
1997.9583,7203.916666666667
1998.0417,7220.75
1998.125,7251.583333333333
1998.2083,7253.75
1998.2917,7256.083333333333
1998.375,7256.333333333333
1998.4583,7250.666666666667
1998.5417,7248.166666666667
1998.625,7238.166666666667
1998.7083,7228.416666666667
1998.7917,7213.166666666667
1998.875,7205.583333333333
1998.9583,7193.333333333333
1999.0417,7170.583333333333
1999.125,7160.5
1999.2083,7166.333333333333
1999.2917,7160.583333333333
1999.375,7152.0
1999.4583,7149.5
1999.5417,7147.833333333333
1999.625,7149.75
1999.7083,7145.416666666667
1999.7917,7141.416666666667
1999.875,7135.75
1999.9583,7133.416666666667
2000.0417,7131.75
2000.125,7123.416666666667
2000.2083,7109.083333333333
2000.2917,7111.583333333333
2000.375,7117.333333333333
2000.4583,7118.75
2000.5417,7119.333333333333
2000.625,7116.583333333333
2000.7083,7119.5
2000.7917,7126.25
2000.875,7112.75
2001.0417,7113.75
2001.125,7105.333333333333
2001.2083,7090.166666666667
2001.2917,7085.333333333333
2001.375,7081.666666666667
2001.4583,7075.916666666667
2001.5417,7071.75
2001.625,7071.666666666667
2001.7083,7072.416666666667
2001.7917,7071.666666666667
2001.875,7081.5
2001.9583,7097.666666666667
2002.0417,7104.083333333333
2002.125,7109.25
2002.2083,7111.666666666667
2002.2917,7112.333333333333
2002.375,7112.916666666667
2002.4583,7114.75
2002.5417,7118.166666666667
2002.625,7117.5
2002.7083,7119.666666666667
2002.7917,7116.416666666667
2002.875,7113.166666666667
2002.9583,7123.833333333333
2003.0417,7127.5
2003.125,7127.166666666667
2003.2083,7135.416666666667
2003.2917,7148.916666666667
2003.375,7152.75
2003.4583,7152.833333333333
2003.5417,7152.333333333333
2003.625,7157.166666666667
2003.7083,7156.333333333333
2003.7917,7168.75
2003.875,7167.5
2003.9583,7163.583333333333
2004.0417,7165.416666666667
2004.125,7173.583333333333
2004.2083,7166.333333333333
2004.2917,7156.083333333333
2004.375,7158.083333333333
2004.4583,7161.25
2004.5417,7163.583333333333
2004.625,7162.666666666667
2004.7083,7166.75
2004.7917,7164.833333333333
2004.875,7157.333333333333
2004.9583,7144.833333333333
2005.0417,7143.916666666667
2005.125,7135.166666666667
2005.2083,7141.666666666667
2005.2917,7147.666666666667
2005.375,7154.166666666667
2005.4583,7154.0
2005.5417,7153.666666666667
2005.625,7152.333333333333
2005.7083,7146.25
2005.7917,7145.75
2005.875,7150.5
2005.9583,7154.166666666667
2006.0417,7159.666666666667
2006.125,7160.333333333333
2006.2083,7167.583333333333
2006.2917,7174.166666666667
2006.375,7168.416666666667
2006.4583,7169.166666666667
2006.5417,7170.5
2006.625,7171.166666666667
2006.7083,7173.666666666667
2006.7917,7167.083333333333
2006.875,7180.333333333333
2006.9583,7182.083333333333
2007.0417,7163.833333333333
2007.125,7169.416666666667
2007.2083,7154.25
2007.2917,7142.5
2007.375,7136.75
2007.4583,7134.25
2007.5417,7134.25
2007.625,7134.0
2007.7083,7133.166666666667
2007.7917,7139.083333333333
2007.875,7121.416666666667
2007.9583,7120.25
2008.0417,7131.083333333333
2008.125,7126.0
2008.2083,7121.75
2008.2917,7115.416666666667
2008.375,7114.083333333333
2008.4583,7112.166666666667
2008.5417,7112.25
2008.625,7115.916666666667
2008.7083,7115.666666666667
2008.7917,7108.5
2008.875,7114.333333333333
2008.9583,7108.083333333333
2009.0417,7094.666666666667
2009.125,7094.166666666667
2009.2083,7100.916666666667
2009.2917,7099.416666666667
2009.375,7101.833333333333
2009.4583,7107.083333333333
2009.5417,7102.75
2009.625,7097.25
2009.7083,7098.25
2009.7917,7104.5
2009.875,7110.416666666667
2009.9583,7113.833333333333
2010.0417,7142.166666666667
2010.125,7155.166666666667
2010.2083,7160.666666666667
2010.2917,7178.083333333333
2010.375,7180.583333333333
2010.4583,7177.333333333333
2010.5417,7176.416666666667
2010.625,7176.166666666667
2010.7083,7176.333333333333
2010.7917,7175.0
2010.875,7169.75
2010.9583,7183.666666666667
2011.0417,7162.0
2011.125,7150.166666666667
2011.2083,7160.583333333333
2011.2917,7156.083333333333
2011.375,7158.833333333333
2011.4583,7162.5
2011.5417,7167.666666666667
2011.625,7168.416666666667
2011.7083,7169.416666666667
2011.7917,7169.916666666667
2011.875,7171.416666666667
2011.9583,7143.583333333333
2012.0417,7146.25
2012.125,7143.75
2012.2083,7138.25
2012.2917,7143.75
2012.375,7140.75
2012.4583,7140.916666666667
2012.5417,7140.583333333333
2012.625,7142.25
2012.7083,7139.916666666667
2012.7917,7142.75
2012.875,7149.916666666667
2012.9583,7179.666666666667
2013.0417,7172.333333333333
2013.125,7164.75
2013.2083,7149.083333333333
2013.2917,7135.5
2013.375,7133.666666666667
2013.4583,7132.0
2013.5417,7130.166666666667
2013.625,7130.75
2013.7083,7139.666666666667
2013.7917,7134.333333333333
2013.875,7120.416666666667
2013.9583,7090.666666666667
2014.0417,7090.166666666667
2014.125,7102.166666666667
2014.2083,7113.666666666667
2014.2917,7124.166666666667
2014.375,7133.583333333333
2014.4583,7134.0
2014.5417,7139.25
2014.625,7140.666666666667
2014.7083,7141.5
2014.7917,7159.25
2014.875,7170.25
2014.9583,7201.416666666667
2015.0417,7210.416666666667
2015.125,7216.75
2015.2083,7214.166666666667
2015.2917,7209.333333333333
2015.375,7206.166666666667
2015.4583,7208.75
2015.5417,7212.416666666667
2015.625,7215.666666666667
2015.7083,7216.916666666667
2015.7917,7212.916666666667
2015.875,7212.5
2015.9583,7217.166666666667
2016.0417,7232.666666666667
2016.125,7234.5
2016.2083,7251.75
2016.2917,7253.083333333333
2016.375,7250.0
2016.4583,7247.583333333333
2016.5417,7238.916666666667
2016.625,7234.166666666667
2016.7083,7226.416666666667
2016.7917,7232.083333333333
2016.875,7247.25
2016.9583,7227.0
2017.0417,7219.166666666667
2017.125,7227.25
2017.2083,7220.25
2017.2917,7232.75
2017.375,7239.0
2017.4583,7245.75
2017.5417,7250.083333333333
2017.625,7255.333333333333
2017.7083,7260.5
2017.7917,7243.833333333333
2017.875,7236.333333333333
2017.9583,7230.666666666667
