Lag,Autocorrelacao
0,1.0
1,-0.7204385132276051
2,0.4031524591988469
3,-0.2246132450846171
4,0.10021663151258782
5,0.0531799212460343
6,-0.10208164045691859
7,0.11148726455199148
8,-0.10295618558449521
9,0.09016312533178478
10,-0.14434466706116098
11,0.3076053761117809
12,-0.30974935728983743
13,0.22827128133523056
14,-0.2534862584269365
15,0.3480083866792039
16,-0.33171717449512605
17,0.21312088758877246
18,-0.10057754523498749
19,-0.02869578818388293
20,0.09031490039227043
